	numDishTags	numDishTagsWithSnippets	rid
588	3	3	26065
589	0	0	26062
590	0	0	26068
591	0	0	99958
592	0	0	64942
593	0	0	64945
594	3	2	75094
595	0	0	167425
596	3	3	57430
597	0	0	101986
598	3	2	53950
599	3	3	101980
600	0	0	57439
601	0	0	53959
602	3	1	36775
603	0	0	36772
604	0	0	110284
605	0	0	36771
606	0	0	58963
607	0	0	58960
608	3	2	58966
609	0	0	33726
610	0	0	18562
611	3	3	14662
612	0	0	14665
613	3	0	18565
614	0	0	105409
615	3	3	38608
616	0	0	106660
617	0	0	106666
618	0	0	102751
619	0	0	102757
620	0	0	83434
621	0	0	83437
622	3	3	102754
623	0	0	112009
624	0	0	112003
625	0	0	112006
626	3	3	27826
627	3	2	27820
628	3	3	27823
629	3	3	797
630	0	0	83389
631	0	0	23508
632	0	0	83383
633	0	0	83380
634	0	0	71572
635	0	0	71578
636	0	0	42754
637	0	0	65293
638	0	0	139306
639	3	3	15139
640	3	3	15133
641	0	0	15130
642	3	3	15136
643	0	0	107131
644	0	0	107134
645	0	0	31762
646	0	0	107137
647	0	0	39553
648	3	0	77935
649	0	0	76924
650	0	0	77932
651	3	0	33892
652	0	0	78115
653	3	3	78112
654	0	0	88522
655	0	0	88528
656	0	0	72214
657	3	3	34048
658	0	0	31492
659	0	0	31495
660	0	0	31498
661	0	0	47251
662	0	0	47254
663	0	0	47257
664	0	0	41404
665	0	0	88294
666	0	0	88297
667	0	0	108310
668	0	0	129238
669	0	0	4761
670	3	3	4760
671	0	0	4767
672	3	3	4768
673	3	3	86263
674	0	0	86260
675	0	0	103936
676	0	0	103930
677	0	0	103933
678	0	0	19741
679	3	3	19744
680	0	0	103939
681	0	0	19747
682	0	0	86842
683	0	0	86845
684	0	0	81817
685	3	0	86848
686	0	0	81811
687	0	0	42370
688	0	0	42373
689	0	0	42375
690	3	3	42379
691	0	0	42378
692	0	0	10354
693	0	0	10356
694	0	0	10357
695	0	0	10350
696	0	0	10351
697	0	0	139093
698	0	0	139090
699	3	3	6253
700	0	0	6252
701	0	0	6251
702	0	0	6250
703	2	0	6254
704	0	0	70300
705	3	3	70303
706	3	1	42997
707	0	0	42991
708	0	0	88567
709	3	3	832
710	3	3	45343
711	0	0	45346
712	0	0	45349
713	0	0	80851
714	0	0	80857
715	0	0	80854
716	0	0	5248
717	3	2	1729
718	0	0	5244
719	3	3	5243
720	3	3	53434
721	0	0	94911
722	0	0	45961
723	3	3	17965
724	0	0	66931
725	3	3	63349
726	0	0	118564
727	0	0	66934
728	0	0	114232
729	0	0	110752
730	3	3	78586
731	0	0	118693
732	0	0	38971
733	0	0	48874
734	0	0	48877
735	0	0	48870
736	0	0	48871
737	0	0	63346
738	0	0	12466
739	0	0	12460
740	0	0	12463
741	0	0	7777
742	3	3	7776
743	3	3	7774
744	3	3	7773
745	0	0	50842
746	3	2	7770
747	3	0	50848
748	0	0	7779
749	0	0	7778
750	3	1	82285
751	0	0	88882
752	3	0	88888
753	0	0	19264
754	0	0	83374
755	0	0	96664
756	0	0	97390
757	0	0	111541
758	0	0	81667
759	0	0	81481
760	0	0	81484
761	0	0	86815
762	0	0	65566
763	3	0	46081
764	0	0	65563
765	3	0	150661
766	0	0	46084
767	0	0	39901
768	0	0	49054
769	3	3	49057
770	3	3	49051
771	0	0	82828
772	0	0	65569
773	0	0	115126
774	3	3	2550
775	3	2	2551
776	0	0	2553
777	0	0	81736
778	0	0	2557
779	0	0	94282
780	0	0	2559
781	0	0	94284
782	0	0	94285
783	3	3	57232
784	3	3	11473
785	0	0	11470
786	0	0	57235
787	3	2	43102
788	0	0	43105
789	3	3	46558
790	0	0	107890
791	0	0	98880
792	0	0	98881
793	0	0	46552
794	0	0	97539
795	0	0	107896
796	0	0	116143
797	3	3	94132
798	0	0	116140
799	0	0	52558
800	0	0	94135
801	0	0	94138
802	3	2	52555
803	3	0	17146
804	0	0	17140
805	0	0	17143
806	0	0	102511
807	0	0	90622
808	0	0	90625
809	0	0	90627
810	3	3	60424
811	3	3	914
812	0	0	917
813	3	3	911
814	3	3	910
815	0	0	113515
816	0	0	112642
817	0	0	104827
818	0	0	104824
819	0	0	64216
820	0	0	64213
821	0	0	64210
822	0	0	64219
823	3	3	99280
824	0	0	99285
825	3	2	99286
826	0	0	80461
827	0	0	80467
828	3	0	80464
829	3	3	27595
830	0	0	99757
831	3	2	48019
832	0	0	99751
833	0	0	99750
834	0	0	48012
835	0	0	48013
836	3	3	48010
837	0	0	48016
838	0	0	95662
839	0	0	29259
840	0	0	95664
841	0	0	57904
842	0	0	29254
843	0	0	57907
844	3	3	57901
845	0	0	21364
846	0	0	21367
847	0	0	78358
848	3	3	78352
849	0	0	116275
850	0	0	34282
851	0	0	169519
852	0	0	109429
853	0	0	79081
854	0	0	65260
855	0	0	109420
856	0	0	79084
857	0	0	72055
858	0	0	109423
859	0	0	59503
860	0	0	59506
861	0	0	78685
862	0	0	78682
863	0	0	92887
864	0	0	78688
865	0	0	37888
866	0	0	37885
867	0	0	37882
868	0	0	57397
869	0	0	105886
870	0	0	105889
871	0	0	26647
872	0	0	26644
873	0	0	26643
874	0	0	26641
875	3	3	92575
876	0	0	107038
877	0	0	66214
878	0	0	66217
879	0	0	66211
880	0	0	50302
881	0	0	102481
882	0	0	145945
883	0	0	1447
884	0	0	68845
885	0	0	68842
886	3	3	1440
887	0	0	23035
888	0	0	23032
889	0	0	23031
890	0	0	68848
891	0	0	22348
892	0	0	22344
893	3	3	22345
894	0	0	22342
895	0	0	22341
896	0	0	77269
897	3	3	77263
898	0	0	77260
899	0	0	77266
900	3	2	28618
901	3	0	28612
902	0	0	86221
903	2	1	73012
904	0	0	92395
905	3	3	73015
906	0	0	73018
907	0	0	86227
908	0	0	92398
909	0	0	114172
910	0	0	114178
911	0	0	35620
912	3	3	35623
913	0	0	35626
914	0	0	32935
915	0	0	32932
916	3	3	93625
917	0	0	23698
918	0	0	32938
919	0	0	56625
920	0	0	25690
921	3	2	25693
922	0	0	25692
923	0	0	25695
924	3	3	25696
925	0	0	51160
926	0	0	23968
927	0	0	140662
928	0	0	23965
929	0	0	74794
930	0	0	27271
931	3	3	61291
932	0	0	27274
933	0	0	25527
934	0	0	25525
935	3	2	25528
936	0	0	75289
937	0	0	98104
938	0	0	57577
939	0	0	57571
940	3	2	39844
941	0	0	70543
942	0	0	70540
943	3	2	70546
944	0	0	91726
945	0	0	34458
946	0	0	38122
947	0	0	105307
948	0	0	113257
949	0	0	37410
950	0	0	37419
951	0	0	3452
952	0	0	3456
953	3	3	84754
954	0	0	3454
955	3	3	3455
956	3	2	3458
957	3	3	3459
958	3	3	41338
959	0	0	113734
960	0	0	41331
961	0	0	41335
962	0	0	41337
963	0	0	40069
964	2	2	86449
965	3	3	40063
966	0	0	40060
967	3	3	86443
968	3	3	40066
969	0	0	14149
970	0	0	14146
971	3	3	14140
972	0	0	14143
973	0	0	106147
974	0	0	106144
975	0	0	70894
976	3	3	15811
977	0	0	110140
978	3	3	15814
979	0	0	108436
980	0	0	108430
981	0	0	108439
982	0	0	33919
983	0	0	14353
984	0	0	14491
985	0	0	18331
986	0	0	14497
987	3	2	18337
988	0	0	18334
989	0	0	14494
990	3	3	38038
991	3	3	14356
992	3	1	76495
993	0	0	76492
994	3	2	38035
995	0	0	11188
996	0	0	103015
997	0	0	85939
998	0	0	85936
999	3	0	47593
1000	0	0	47590
1001	0	0	37912
1002	3	3	85933
1003	0	0	85930
1004	0	0	103018
1005	0	0	110623
1006	3	3	57694
1007	0	0	83197
1008	0	0	83194
1009	3	2	83191
1010	0	0	47041
1011	0	0	47044
1012	3	0	62605
1013	0	0	47047
1014	0	0	109747
1015	0	0	87478
1016	3	3	6479
1017	3	3	6478
1018	3	3	6473
1019	3	3	6471
1020	3	3	6470
1021	0	0	6477
1022	3	1	6476
1023	3	2	6475
1024	0	0	6474
1025	0	0	31515
1026	0	0	31513
1027	0	0	31512
1028	0	0	31510
1029	0	0	31519
1030	0	0	31518
1031	0	0	19468
1032	0	0	19465
1033	3	3	19462
1034	0	0	103321
1035	3	0	99466
1036	3	3	88318
1037	0	0	88315
1038	3	2	88312
1039	0	0	39073
1040	0	0	115777
1041	3	2	39076
1042	0	0	39079
1043	0	0	73978
1044	0	0	87037
1045	0	0	4044
1046	0	0	4045
1047	0	0	4046
1048	0	0	4047
1049	0	0	4040
1050	3	1	4041
1051	3	3	4042
1052	0	0	4048
1053	0	0	4049
1054	0	0	35496
1055	0	0	43741
1056	0	0	43744
1057	0	0	46711
1058	0	0	46717
1059	0	0	46714
1060	0	0	90421
1061	0	0	90427
1062	0	0	90424
1063	0	0	23824
1064	3	3	17434
1065	3	2	17437
1066	0	0	17431
1067	0	0	93495
1068	0	0	13324
1069	0	0	13327
1070	0	0	38851
1071	0	0	38854
1072	3	3	38857
1073	0	0	38856
1074	3	0	90391
1075	0	0	80269
1076	0	0	101329
1077	0	0	152425
1078	3	1	11497
1079	0	0	80263
1080	2	2	20125
1081	0	0	20122
1082	0	0	62374
1083	0	0	20128
1084	0	0	62371
1085	0	0	44710
1086	0	0	44716
1087	0	0	44719
1088	0	0	85168
1089	0	0	139750
1090	3	0	85165
1091	0	0	59740
1092	0	0	59743
1093	0	0	48559
1094	3	2	11872
1095	0	0	14802
1096	3	3	54247
1097	3	0	14806
1098	0	0	11875
1099	0	0	11878
1100	0	0	48555
1101	0	0	45301
1102	0	0	116305
1103	3	3	48550
1104	0	0	1681
1105	3	0	1680
1106	0	0	1685
1107	3	1	1684
1108	0	0	1687
1109	0	0	1686
1110	3	2	1688
1111	0	0	111631
1112	0	0	111637
1113	0	0	29989
1114	3	0	29980
1115	0	0	29983
1116	0	0	29982
1117	3	0	28054
1118	3	2	28057
1119	0	0	94897
1120	0	0	94894
1121	0	0	94893
1122	3	0	94891
1123	0	0	94890
1124	3	3	114379
1125	0	0	114373
1126	0	0	114370
1127	0	0	19792
1128	0	0	44650
1129	0	0	44652
1130	3	3	319
1131	3	3	44653
1132	0	0	19795
1133	0	0	92809
1134	0	0	92806
1135	0	0	95856
1136	0	0	95857
1137	3	0	92802
1138	0	0	92803
1139	0	0	118714
1140	2	2	89524
1141	0	0	89527
1142	0	0	118711
1143	0	0	148039
1144	3	0	16566
1145	3	3	51364
1146	0	0	76273
1147	0	0	61057
1148	0	0	61051
1149	0	0	25320
1150	0	0	25323
1151	0	0	25324
1152	0	0	25327
1153	0	0	25329
1154	0	0	110278
1155	0	0	106597
1156	0	0	82321
1157	0	0	2299
1158	0	0	2298
1159	0	0	2293
1160	0	0	2292
1161	3	1	2291
1162	0	0	2290
1163	0	0	2296
1164	3	3	2295
1165	3	3	2294
1166	0	0	51985
1167	3	1	51988
1168	0	0	105145
1169	3	1	6939
1170	0	0	105142
1171	0	0	117136
1172	0	0	116842
1173	3	3	56350
1174	0	0	10915
1175	0	0	10912
1176	0	0	116845
1177	3	2	116848
1178	0	0	56359
1179	3	3	10918
1180	0	0	93867
1181	0	0	93865
1182	0	0	57009
1183	0	0	93862
1184	0	0	93861
1185	3	3	59623
1186	0	0	107803
1187	0	0	57001
1188	0	0	16426
1189	3	3	59620
1190	0	0	16420
1191	0	0	61942
1192	0	0	61945
1193	3	2	64537
1194	0	0	69724
1195	0	0	64534
1196	0	0	69721
1197	0	0	81670
1198	3	3	64531
1199	0	0	52183
1200	0	0	81679
1201	0	0	52186
1202	0	0	63547
1203	0	0	53278
1204	0	0	107788
1205	0	0	107782
1206	0	0	7803
1207	0	0	107785
1208	3	3	21319
1209	0	0	49246
1210	0	0	49240
1211	0	0	49243
1212	0	0	56976
1213	0	0	22959
1214	0	0	116263
1215	0	0	56971
1216	0	0	22953
1217	0	0	22951
1218	0	0	22950
1219	3	1	22957
1220	0	0	22956
1221	0	0	22954
1222	0	0	2741
1223	0	0	90984
1224	0	0	2743
1225	3	3	2742
1226	3	2	2745
1227	0	0	2744
1228	0	0	2747
1229	3	3	102493
1230	3	3	2749
1231	0	0	2748
1232	0	0	102499
1233	0	0	71923
1234	0	0	39943
1235	0	0	71926
1236	0	0	108637
1237	0	0	104578
1238	0	0	37300
1239	0	0	95530
1240	0	0	54724
1241	0	0	54727
1242	0	0	54721
1243	0	0	78520
1244	0	0	78523
1245	0	0	108181
1246	0	0	78526
1247	0	0	3049
1248	0	0	3048
1249	3	2	62635
1250	3	3	62632
1251	3	3	3042
1252	0	0	91168
1253	0	0	3044
1254	0	0	62638
1255	0	0	27418
1256	0	0	27411
1257	3	3	27412
1258	0	0	27414
1259	0	0	27417
1260	0	0	67045
1261	0	0	67042
1262	3	3	66391
1263	0	0	66397
1264	0	0	91291
1265	0	0	106555
1266	0	0	106558
1267	0	0	91299
1268	3	0	29044
1269	3	0	29041
1270	0	0	30910
1271	0	0	30913
1272	0	0	61549
1273	0	0	115183
1274	0	0	115180
1275	0	0	30918
1276	3	2	30919
1277	0	0	105928
1278	0	0	105922
1279	0	0	31069
1280	0	0	31066
1281	0	0	34755
1282	0	0	31063
1283	0	0	31060
1284	0	0	91837
1285	0	0	3959
1286	0	0	55099
1287	0	0	91830
1288	0	0	72577
1289	3	3	3953
1290	0	0	3952
1291	3	3	55096
1292	3	1	3950
1293	0	0	55090
1294	0	0	3956
1295	0	0	3955
1296	3	1	55093
1297	0	0	34740
1298	0	0	34743
1299	3	3	34744
1300	3	2	34747
1301	0	0	34746
1302	0	0	35290
1303	0	0	107206
1304	0	0	100257
1305	0	0	35298
1306	0	0	100251
1307	3	1	100252
1308	0	0	50118
1309	0	0	50119
1310	0	0	24447
1311	0	0	24445
1312	0	0	24444
1313	0	0	50113
1314	0	0	50110
1315	3	3	24448
1316	0	0	50116
1317	0	0	50115
1318	3	3	55549
1319	0	0	61552
1320	0	0	117853
1321	0	0	55540
1322	0	0	117856
1323	3	0	61558
1324	0	0	22138
1325	0	0	73192
1326	0	0	22132
1327	0	0	22135
1328	0	0	77431
1329	0	0	77437
1330	0	0	77434
1331	0	0	116062
1332	0	0	73222
1333	0	0	141187
1334	0	0	141184
1335	0	0	140587
1336	0	0	140581
1337	0	0	51643
1338	3	3	32740
1339	0	0	51649
1340	0	0	93471
1341	0	0	101122
1342	0	0	56014
1343	0	0	56017
1344	3	3	98227
1345	0	0	4452
1346	0	0	4451
1347	0	0	4450
1348	0	0	4457
1349	0	0	4456
1350	0	0	4459
1351	0	0	4458
1352	3	1	74164
1353	0	0	74167
1354	0	0	74161
1355	3	2	36247
1356	0	0	36244
1357	0	0	36243
1358	0	0	36240
1359	0	0	36241
1360	0	0	139195
1361	0	0	139198
1362	0	0	87214
1363	0	0	87217
1364	0	0	84091
1365	0	0	84097
1366	3	3	41272
1367	0	0	82783
1368	3	3	77404
1369	0	0	42892
1370	0	0	42894
1371	3	2	42895
1372	0	0	71269
1373	0	0	37599
1374	0	0	33039
1375	0	0	33037
1376	0	0	18811
1377	0	0	18817
1378	0	0	33033
1379	3	3	33031
1380	3	3	7126
1381	3	3	7124
1382	0	0	77956
1383	0	0	7122
1384	3	0	7120
1385	3	2	7121
1386	0	0	37627
1387	3	0	83494
1388	0	0	132949
1389	0	0	83011
1390	3	3	595
1391	0	0	594
1392	3	3	597
1393	0	0	599
1394	0	0	71485
1395	0	0	71482
1396	0	0	40633
1397	0	0	40636
1398	0	0	47943
1399	0	0	14755
1400	0	0	14752
1401	0	0	13906
1402	3	3	13903
1403	0	0	13909
1404	0	0	18106
1405	0	0	18103
1406	0	0	18109
1407	3	3	5578
1408	0	0	5577
1409	3	0	5576
1410	3	2	5574
1411	0	0	5572
1412	0	0	30076
1413	0	0	58168
1414	0	0	28356
1415	0	0	72901
1416	0	0	38263
1417	0	0	38260
1418	0	0	76285
1419	0	0	38266
1420	0	0	72904
1421	0	0	103195
1422	3	2	31306
1423	3	1	31303
1424	0	0	31300
1425	3	3	1934
1426	0	0	47365
1427	0	0	47362
1428	0	0	11224
1429	0	0	96844
1430	0	0	103225
1431	0	0	19051
1432	3	3	19054
1433	3	1	19057
1434	0	0	96840
1435	0	0	33649
1436	0	0	94075
1437	3	0	39133
1438	0	0	39132
1439	3	2	81784
1440	0	0	80659
1441	0	0	114274
1442	3	3	42466
1443	0	0	80650
1444	0	0	80656
1445	0	0	16621
1446	0	0	97743
1447	0	0	88108
1448	0	0	97747
1449	0	0	97744
1450	3	3	88105
1451	0	0	12754
1452	0	0	97749
1453	0	0	88102
1454	0	0	12751
1455	3	3	100756
1456	0	0	100750
1457	0	0	64738
1458	0	0	100759
1459	0	0	95458
1460	3	3	16996
1461	0	0	16990
1462	0	0	16993
1463	3	3	63709
1464	0	0	95451
1465	3	1	95452
1466	0	0	12286
1467	0	0	12283
1468	0	0	21156
1469	0	0	21157
1470	0	0	21154
1471	0	0	12289
1472	0	0	21150
1473	0	0	21151
1474	0	0	64087
1475	0	0	81304
1476	0	0	64084
1477	0	0	64081
1478	0	0	49734
1479	0	0	49735
1480	0	0	49737
1481	0	0	49731
1482	0	0	42283
1483	0	0	49738
1484	0	0	46909
1485	0	0	46900
1486	0	0	158458
1487	0	0	101119
1488	3	3	10666
1489	0	0	53077
1490	3	3	10660
1491	0	0	53071
